3	155	51	623607	405500	13	70243	25
2	120	60	1203509	960000	7	70243	30
1	101	101	911067	400000	14	76579	101
1	151	151	750876	482000	10	76579	151
1	30	30	1143282	670000	13	76579	30
1	30	30	484824	377500	11	71926	30
1	51	51	545770	600000	8	71926	51
1	25	25	741678	264000	17	74409	25
2	180	90	1992042	2750000	3	139895	90
6	1925	320	835173	835173	0	69362	125
2	60	30	1252464	873000	9	70243	30
1	40	40	1564519	1420000	0	100411	40
1	101	101	518372	473000	9	76579	101
4	270	67	835545	802500	9	95856	60
1	30	30	1107261	1107261	0	69362	30
13	3560	273	2061017	450000	20	90377	360
2	62	31	680497	480000	12	95856	31
5	150	30	829561	689000	1	70243	30
4	980	245	1998003	1610000	9	139895	90
1	25	25	494528	490000	9	70243	25
1	25	25	891015	868000	7	90859	25
2	50	25	453604	185000	17	70243	25
1	30	30	643479	535000	11	63238	30
3	1150	383	1187593	1036000	10	95856	100
2	1146	573	990598	693000	8	74409	30
1	50	50	1878875	484000	18	139895	50
4	165	41	1280524	1018000	6	76579	30
16	2670	166	290514	290514	0	76579	1900
2	60	30	1447020	1000000	7	100411	30
1	100	100	2478419	2157000	1	139895	100
1	30	30	838661	620000	13	76579	30
1	30	30	1403147	627000	14	76579	30
12	712	59	446271	338000	10	73175	101
1	30	30	628453	628453	0	70243	30
11	6585	598	683757	683757	0	67967	701
1	175	175	1223777	1180000	6	100411	175
2	60	30	751625	249500	16	44512.01308	30
1	50	50	553656	660000	7	62803	50
2	100	50	882298	882298	0	66748	50
3	32	10	869709	825000	0	76579	11
1	101	101	1647197	1280000	4	100411	101
1	60	60	652101	725000	7	76579	60
4	1421	355	1325230	1325230	0	76579	301
4	300	75	618160	576000	4	76579	30
1	100	100	516092	351000	11	66717	100
2	130	65	373629	395000	0	62081	100
1	25	25	858586	90000	35	55221	25
23	690	30	1178219	975500	7	74409	30
1	51	51	815393	681000	1	74409	51
9	261	29	803767	803767	0	70243	30
1	30	30	968770	700000	4	84429	30
3	560	186	519293	225000	27	44512.01308	30
6	540	90	388276	245000	12	37270	90
1	50	50	796303	677000	4	76579	50
1	30	30	795135	720000	6	100411	30
2	90	45	1115973	220000	19	70243	30
1	5	5	1317831	745000	11	100411	5
1	30	30	913444	913444	0	81958	30
1	30	30	2904027	1700000	10	139895	30
1	75	75	638237	712500	0	76579	75
2	2001	1000	1678088	1975000	8	77283	501
1	30	30	640117	653000	0	69362	30
36	1510	41	227558	169000	14	37049	79
2	60	30	452113	557500	5	76579	30
49	897	18	2824256	1475000	14	193157	25
2	4760	2380	766871	750000	6	76579	2380
4	180	45	1111727	341000	22	74409	30
1	130	130	1035276	625000	11	70243	130
1	50	50	864020	594500	9	70243	50
1	120	120	562485	490000	7	70243	120
4	120	30	3500622	2429500	1	139895	30
2	1500	750	1809487	1500000	8	100411	500
1	75	75	892848	585000	9	70243	75
4	520	130	648994	648994	0	42454	200
2	50	25	567593	475000	13	76579	25
1	200	200	1600494	330000	15	70243	200
2	400	200	2418452	1625000	3	126740	200
1	1000	1000	826298	717000	5	95856	1000
1	100	100	408840	436500	4	76642	100
3	1760	586	591293	591293	0	70243	700
13	1000	76	321990	321990	0	76579	83.33
1	30	30	1064467	805000	4	95856	30
1	485	485	580863	615000	9	69350	485
1	1000	1000	771867	567000	11	36687	1000
2	70	35	1327954	458000	9	44512.01308	30
1	100	100	1084958	810000	13	70243	100
1	200	200	1107982	470000	17	36687	200
2	1000	500	1476594	1362000	1	74409	500
3	170	56	167062	130000	9	47122	50
1	60	60	1421357	787000	11	70243	60
2	1001	500	2219357	275000	12	139895	500.5
1	30	30	641167	535000	11	70243	30
2	400	200	826500	413000	15	70243	200
4	7470	1867	542691	531000	6	90859	970
2	190	95	333786	360500	10	37049	90
1	1100	1100	362484	280000	4	52105	1100
2	180	90	911864	911864	0	70243	90
1	30	30	697919	697919	0	69173	30
3	90	30	862370	745000	3	76579	30
1	21	21	929179	842000	6	55221	21
1	60	60	666819	755000	6	70243	60
5	180	36	2308465	1620000	10	139895	30
2	400	200	1110665	439000	24	70243	200
2	4000	2000	1086740	476500	17	84429	3000
5	364	72	860487	330000	16	69362	51
6	1020	170	829237	600000	12	77283	50
12	1711	142	2230097	720000	16	90377	90
4	1200	300	1400440	553000	17	66748	100
1	40	40	1245565	1245565	0	70243	40
1	30	30	780164	520000	14	50269	30
12	210	17	755960	260000	16	44512.01308	10
4	380	95	650676	695000	8	76579	100
2	60	30	1493577	1190000	1	70243	30
6	360	60	1389280	1015000	3	70243	60
5	182	36	608283	608283	0	36687	30
14	434	31	789447	809000	0	74409	31
2	60	30	533146	110000	11	71926	30
3	90	30	223436	167000	22	36687	30
1	100	100	749667	462000	11	36687	100
11	1820	165	882206	832000	7	70243	100
1	500	500	475781	475781	0	90859	500
1	400	400	416631	416631	0	76579	400
11	5584	507	731115	731115	0	50605	200
2	40	20	1222114	1041000	2	100411	20
1	25	25	1006603	975000	4	76579	25
2	200	100	355381	238000	13	43720	100
1	100	100	592550	50500	37	73030	100
1	10	10	2230956	2230956	0	70243	10
2	2100	1050	2743483	2150000	10	139895	1000
6	160	26	1649661	900000	14	100411	30
1	360	360	854518	270000	16	73030	360
1	90	90	784844	107000	17	44500	90
1	20	20	690317	475000	9	36687	20
4	1260	315	1139695	750000	9	74409	70
1	30	30	1577645	760000	14	70243	30
3	210	70	409707	507000	9	73175	90
1	30	30	595463	225000	18	73030	30
5	500	100	427127	155500	24	73175	100
2	80	40	941415	941415	0	66748	30
2	150	75	718031	460000	4	45733	100
3	150	50	968646	905000	3	74409	50
1	25	25	985675	782000	3	100411	25
1	21	21	808037	429000	14	77283	21
1	25	25	710955	467000	12	44512.01308	25
3	751	250	361089	364000	9	40797	200
2	320	160	762188	326000	17	69466	200
1	121	121	597585	410000	2	70243	121
1	70	70	510242	450000	4	70243	70
4	400	100	2430901	2000000	3	100750	100
1	40	40	580048	491500	12	63010	40
1	5000	5000	2089612	1480000	4	90377	5000
5	140	28	933350	460000	12	72057	25
4	4000	1000	1559120	1559120	0	70243	1000
2	2000	1000	1089173	900100	1	74409	1000
1	50	50	692489	426000	13	69466	50
1	30	30	4517297	3200000	10	126740	30
65	1950	30	1200123	305000	24	70243	30
1	95	95	1379483	929000	10	45733	95
1	60	60	806044	700000	3	71708	60
22	1200	54	398461	131500	15	45733	50
1	30	30	1282242	820000	2	70243	30
4	1000	250	2372283	2372283	0	90377	200
2	120	60	1993451	883000	14	139895	60
1	25	25	557008	305000	11	72057	25
1	10	10	2363455	2363455	0	114064	10
1	50	50	1849819	1477500	10	114064	50
1	200	200	1532245	1200000	8	55221	200
1	101	101	550154	385000	2	71926	101
1	100	100	384798	179909	24	60013	100
1	20	20	1301414	425000	17	70243	20
2	600	300	956335	755000	9	72057	100
3	177	59	1107275	734500	9	74409	25
5	28000	5600	1286108	1286108	0	50714	5000
1	100	100	1286108	1286108	0	50714	100
1	100	100	1050015	818000	9	95856	100
1	101	101	828418	828418	0	70243	101
1	20	20	808111	298500	20	78248	20
1	101	101	1168130	880000	5	70243	101
1	500	500	5078010	700000	25	193157	500
23	1470	63	1838066	1838066	0	139895	60
1	101	101	1107834	1020000	5	74409	101
1	120	120	465930	465930	0	62794	120
2	60	30	581276	629000	6	76579	30
10	356	35	2486941	1875000	4	126740	25
5	150	30	1475800	568500	16	70243	30
4	263	65	622025	649000	9	72449	60
1	30	30	639168	541000	3	71926	30
2	100	50	676985	676985	0	70243	60
1	60	60	991767	650000	13	74409	60
3	1200	400	773727	610000	5	44512.01308	200
2	60	30	913095	518000	14	70243	30
5	2400	480	378113	576000	7	41349	400
18	720	40	2269042	1907000	1	55221	30
4	450	112	600399	406500	12	32236	90
3	1900	633	402890	147000	23	69350	1000
2	60	30	900106	900106	0	69466	30
1	5	5	585308	675000	4	55728	5
1	92	92	479458	430000	3	82633.15461	92.5
3	90	30	1217314	567000	16	84429	30
1	30	30	949758	450000	5	76579	30
60	13634	227	377320	377320	0	32858	1000
15	486	32	200979	200979	0	32858	35
3	192	64	1110597	855000	3	100411	50
2	90	45	470715	315000	10	60994	60
1	100	100	1328548	412000	15	76579	100
2	35001	17500	1140537	915000	1	114064	15000
9	61503	6833	611309	634500	9	51177	501
4	470	117	553706	553706	0	70243	100
5	260	52	725889	443000	11	100411	50
3	120	40	546303	265000	14	78374	45
1	25	25	655305	695000	0	70243	25
5	710	142	2344267	1550000	12	70243	200
2	1000	500	818675	635000	7	76579	500
1	101	101	1009380	580000	10	76579	101
2	0	0	817183	185000	27	72057	-400
1	3000	3000	1307868	1307868	0	36687	3000
2	60	30	1269866	1010000	5	100411	30
82	875	10	1184392	246000	25	76579	10
8	950	118	1213806	836000	9	70243	90
1	360	360	575815	535000	6	69466	360
2	640	320	528756	585000	7	70243	120
2	120	60	571547	525000	3	70243	90
3	170	56	531611	460000	3	89593	60
12	1482	123	700467	565000	5	95856	100
1	1008	1008	1630581	1630581	0	100411	1008
1	50	50	1003278	1003278	0	70243	50
1	20	20	997323	875000	6	95856	20
3	232	77	586593	409000	13	64757	30
1	1000	1000	1381281	1100000	4	70243	1000
1	51	51	259479	63000	20	51177	51
1	51	51	630015	537000	12	51081	51
4	270	67	1366713	1366713	0	90377	60
1	100	100	234468	94000	19	95856	100
8	4251	531	346423	325000	11	57667	600
1	250	250	6847983	6847983	0	100411	250
1	500	500	378217	18000	37	53002	500
10	1555	155	616211	645000	8	70243	250
6	2240	373	1545062	1250000	9	76579	500
1	30	30	864799	896000	6	76579	30
1	30	30	646829	625000	7	69466	30
2	500	250	1592542	1592542	0	70243	250
1	20	20	1577169	1480000	7	70243	20
2	70	35	653287	605000	6	76579	20
1	30	30	872551	798000	12	70243	30
6	260	43	1057060	415000	17	70243	25
2	2000	1000	1417827	1120000	2	100411	1000
8	1627	203	1384399	1080000	3	74409	100
64	3749	58	863968	900000	8	95856	50
1	100	100	1374215	840000	4	69362	100
1	22	22	772308	540000	5	41805	22
1	50	50	662099	457000	11	76579	50
6	255	42	579740	575000	0	70243	30
41	1230	30	754696	511000	18	50269	30
1	30	30	748172	748172	0	36687	30
1	100	100	366250	440000	7	64377	100
1	40	40	599261	551000	6	72057	40
1	360	360	1285187	535000	15	76579	360
1	45	45	2832711	2832711	0	69466	45.75
2	57	28	692335	656000	8	69466	27.05
1	54	54	582276	450000	4	45733	54
1	30	30	973565	685000	11	70243	30
1	45	45	474430	140000	17	50269	45.75
1	100	100	795875	716000	0	70243	100
1	50	50	935108	935108	0	69466	50
1	30	30	665199	582500	4	97164.97884	30
1	500	500	891476	400000	14	70243	500
2	215	107	790586	655000	3	50714	15
3	310	103	1735399	1735399	0	100411	120
4	662	165	3762923	1495000	16	44512.01308	100
30	3530	117	486266	486266	0	40055	100
1	101	101	1623890	1230000	2	90859	101
1	20	20	1031912	624500	11	70243	20
8	1980	247	2465190	1900000	2	139895	50
3	300	100	740664	110000	18	44485	100
4	800	200	680503	698000	7	70243	200
5	250	50	1513199	1500000	7	70243	50
2	100	50	598196	303000	14	76579	50
2	80	40	604150	195000	16	69362	40
1	90	90	841317	841317	0	100411	90
6	300	50	756595	345000	14	84429	50
24	722	30	489631	489631	0	66748	30
3	1725	575	1660448	1340000	2	90377	360
30	359	11	164666	164666	0	51151	15
1	100	100	1154167	699000	10	74409	100
1	1000	1000	3819448	2900000	2	123534	1000
1	30	30	1024625	860000	5	95856	30
1	30	30	1128972	830000	1	44512.01308	30
3	130	43	664255	550000	3	70243	10
3	975	325	715424	748000	8	70243	25
2	50	25	1571621	1571621	0	76579	20
1	650	650	677356	135000	32	62310	650
4	155	38	775374	420000	11	69362	25
3	1260	420	380738	141500	13	30429	1150
1	90	90	543981	390000	3	95279	90
1	100	100	1542779	999000	5	139895	100
3	65	21	805142	800000	7	76579	20
2	60	30	796752	652500	2	77283	30
1	30	30	1131690	1131690	0	81958	30
3	90	30	688464	610000	9	71926	30
8	3956	494	882900	885000	0	76579	1000
1	625	625	743457	760000	7	76579	625
32	960	30	782546	653000	7	69466	45
2	80	40	307333	446000	7	37184	50
4	527	131	768007	708000	8	69466	125
1	31	31	1382863	333000	17	76579	31
8	1175	146	552741	655000	6	73030	25
1	30	30	722577	485000	9	100411	30
2	1030	515	1450918	115000	24	70243	30
2	1500	750	1770975	1150000	11	100411	1000
1	50	50	1016031	464500	16	114064	50
1	20	20	922378	362000	15	70243	20
1	30	30	807485	860000	5	100411	30
1	50	50	776538	776538	0	36687	50
1	210	210	1571354	415000	23	84609	210
1	30	30	581071	369000	13	76579	30
1	3	3	575333	400000	1	70243	3
44	1650	37	370245	410000	6	76642	30
6	7420	1236	866728	729000	4	69466	100
1	25	25	531229	545000	9	84429	25
1	1300	1300	3395086	2500000	1	76579	1300
1	1001	1001	469961	469961	0	70243	1001
3	750	250	1704866	1704866	0	76579	30
4	120	30	434791	170000	15	50269	30
12	1020	85	1928297	1015000	15	76579	30
3	270	90	713250	52000	37	74409	90
4	2789	697	1796350	1604000	9	70243	759
1	100	100	351886	515500	8	44512.01308	100
1	90	90	507827	2138182	10	36687	90
7	210	30	1238245	1229000	0	76579	30
2	20	10	490045	558000	9	70370	10
2	201	100	349285	293000	2	40394	100
1	50	50	1031679	555500	14	70243	50
2	220	110	579218	31000	42	62310	120
2	120	60	867480	347500	16	70243	60
5	480	96	911208	1020000	0	60994	90
6	600	100	598495	402500	11	70370	100
1	1000	1000	325660	192000	2	69466	1000
2	90	45	743758	588000	4	84429	30
5	150	30	516413	149900	27	95279	30
2	115	57	1539941	1130000	2	70243	25
2	60	30	1018561	925000	8	95279	30
1	30	30	1952009	790000	18	76579	30
2	1850	925	959848	365000	13	100411	850
1	30	30	1138985	901000	8	74409	30
1	50	50	837543	653500	12	77283	50
1	100	100	426132	487000	8	70370	100
2	550	275	672033	715000	7	70243	500
1	30	30	1169211	951000	3	95856	30
1	75	75	880504	894000	3	70243	75
3	1200	400	731510	731510	0	95856	200
4	2220	555	777632	695000	6	69466	20
2	110	55	678417	560000	2	69466	50
1	30	30	566094	575000	6	76579	30
137	4110	30	514182	265000	1	75322	30
1	175	175	1124472	725000	5	55221	175
4	602	150	375880	108500	10	63238	100
1	1500	1500	1148388	600000	11	44512.01308	1500
1	1000	1000	1013926	635000	8	55221	1000
3	55	18	563303	313000	0	62081	20
4	1080	270	699568	540000	3	67214	60
20	780	39	311091	311091	0	76579	30
1	50	50	1136339	960000	11	81958	50
1	300	300	630180	530000	5	66717	300
2	200	100	1605172	220000	19	44512.01308	100
1	200	200	613860	595000	8	44512.01308	200
1	100	100	653107	385000	2	69466	100
4	300	75	1741263	1700000	0	100411	90
5	2260	452	386836	335000	12	55597	500
1	501	501	733428	650000	4	48722	501
4	402	100	791920	231500	9	57667	101
1	101	101	568394	828000	0	51177	101
1	50	50	254572	132000	25	50557	50
1	101	101	457964	457964	0	63010	101
1	250	250	1708738	1708738	0	139895	250
14	420	30	1842019	1625000	1	139895	30
1	10	10	514369	438000	5	76815	10
1	8	8	993266	650000	11	74409	8
1	20	20	1029073	172000	0	69362	20
1	20	20	421665	421665	0	76579	20
1	100	100	267744	215000	4	41349	100
2	42	21	631912	610000	6	76579	30
1	30	30	483936	275500	12	76815	30
4	2200	550	928305	928305	0	55221	500
5	273	54	582852	277000	2	70370	90
1	25	25	785136	657000	3	76579	25
1	30	30	1714623	1714623	0	100411	30
20	5260	263	809668	730000	7	69362	360
2	60	30	1253718	1253718	0	95856	30
2	120	60	668915	82500	10	69362	30
1	20	20	1263272	694000	13	100411	20
6	2120	353	1130263	870000	6	72057	30
1	116	116	674212	525000	3	76579	116
2	202	101	622354	396500	9	76579	101
1	150	150	794027	365000	25	60013	150
2	100	50	560795	515000	5	76579	50
1	300	300	851949	192500	26	70243	300
2	202	101	848313	725000	2	74409	101
3	150	50	320201	310000	3	49081	50
1	30	30	697519	697519	0	46012	30
58	2435	41	933177	503000	13	76579	60
11	640	58	2567800	2125000	6	90377	10
1	30	30	1694821	1345000	3	100411	30
1	300	300	1114036	948500	9	95856	300
6	2360	393	1567450	1235000	11	90859	300
2	520	260	748129	642000	9	69466	400
1	200	200	423592	227000	19	67967	200
2	1000	500	873804	630000	4	69362	500
7	723	103	537056	220000	22	73030	101
4	662	165	537056	220000	22	73030	31
1	30	30	1375061	232000	32	95503	30
1	30	30	1668584	1310000	3	76579	30
96	2880	30	369988	194000	20	55597	30
3	601	200	1472408	143000	34	70243	101
5	435	87	1135881	1135881	0	70243	30
2	80	40	898906	898906	0	58994	30
2	100	50	692640	455000	2	76579	50
4	782	195	1253884	390000	15	76579	30
5	300	60	874550	760000	3	95856	60
6	180	30	646072	676500	6	84429	30
8	1650	206	1177822	828000	4	95856	90
3	85	28	673320	230000	20	70243	25
4	120	30	422839	400000	3	52284	30
4	360	90	546616	485000	4	62803	90
12	3050	254	1423993	890500	8	55221	250
1	30	30	930401	836000	1	70243	30
6	1825	304	307225	340000	6	75196	250
3	190	63	667217	602500	5	70243	50
2	131	65	784591	560000	13	90859	101
1	90	90	637192	344000	14	44210	90
5	310	62	939567	708000	7	74409	30
1	30	30	972030	764500	13	40055	30
3	1080	360	1597112	749000	16	70243	320
1	375	375	2655770	1700000	13	70243	375
2	150	75	555420	244000	9	62457	50
2	42	21	463864	457000	10	71926	21
2	2101	1050	588939	500000	12	70243	1001
8	2650	331	2237260	759000	17	44512.01308	250
1	30	30	935617	396500	22	70243	30
3	1500	500	848584	702000	13	50269	103.15
4	370	92	1383347	1320000	5	69466	60
4	180	45	836983	705000	8	100411	60
7	904	129	1299291	1110500	5	100411	120
1	90	90	1466847	700000	11	100411	90
6	2500	416	282347	48000	29	46012	500
1	30	30	491277	491277	0	70243	30
1	51	51	678576	265000	16	62885	51
1	360	360	584077	395000	2	70243	360
1	30	30	301404	323000	10	44512.01308	30
1	100	100	665079	650000	4	36687	100
1	20	20	519445	484000	6	74409	20
1	10	10	817346	760000	6	69466	10
1	20	20	1303403	925000	4	74409	20
3	420	140	870340	778000	1	74409	30
4	8000	2000	854783	673000	7	76579	1000
1	60	60	1052056	895000	4	69466	60
4	1440	360	455795	615000	8	50744	360
1	51	51	578250	578250	0	69362	51
5	505	101	905547	900000	8	90859	101
4	660	165	733580	750000	0	70243	100
3	158	52	1255177	918000	3	70243	33
2	60	30	1327377	1165000	5	68526	30
2	85	42	987172	591000	9	69466	25
1	30	30	867203	415000	15	71737	30
3	90	30	472130	620000	8	76579	30
3	30	10	643232	535000	5	70243	10
1	101	101	771068	630000	3	70243	101
9	900	100	663489	412000	10	70243	100
1	100	100	645168	645168	0	64757	100
1	30	30	873156	564000	12	76579	30
1	60	60	814760	500000	15	61764	60
10	300	30	937958	545000	11	70243	30
1	30	30	827530	680000	4	76579	30
2	450	225	1157304	882000	3	95856	90
3	120	40	1147011	959000	8	72057	20
1	5001	5001	757756	668500	4	74409	5001
1	1000	1000	495215	450000	10	71926	1000
15	4300	286	758662	625000	4	76579	200
1	90	90	1318497	1201100	0	101080	90
12	2266	188	419302	370000	5	37049	21
14	420	30	883298	307000	24	70243	30
1	200	200	652614	96000	1	75322	200
6	3233	538	247032	161000	19	60522	510
5	372	74	807437	784000	5	100411	50
7	1710	244	638606	500000	1	76579	60
20	810	40	1151507	712000	9	74409	30
2	60	30	451909	120000	25	70243	30
2	120	60	506457	460000	9	78374	90
4	180	45	665819	601000	6	41791	30
1	60	60	963058	864000	8	74409	60
